category,id,name,likes,talking_about_count,were_here_count,location-street,location-city,location-country,location-zip,location-lat-lng,link,phone,website,description,members,mission,general_info,products,hours,category_list,cover,emails,founded
Sports/recreation/activities,179950348841835,"The Best Archery Pvt. Ltd.",744,17,522,Jhamsikhel,Lalitpur,Nepal,"Lalitpur, Nepal. 44700","27.679670741037,85.30727148056",https://www.facebook.com/thebestarchery,"015535065, 9851071533, 9841476465","""""","""""","""""","""""","""""","""""",object,Sports/Recreation/Activities,object,"""""",""""""
"Local business",364796630253041,"SM Handicrafts",1592,4,31,,Lalitpur,Nepal,00977,"27.67112790753,85.324974423218",https://www.facebook.com/SmHandicrafts,"(00977) 9841485475","""""","""""","""""","""""","""""","""""",object,"Arts &amp; Crafts Supply Store",object,"""""",""""""
"Local business",152715551464759,"Chai-Chai Cafe",292,0,823,,Kathmandu,Nepal,,"27.676190864968,85.312661589182",https://www.facebook.com/pages/Chai-Chai-Cafe/152715551464759,"""""","""""","We realize that your visit is primarily to give your taste buds a special treat in pleasant surroundings.You'll be happy with what we have on offer.","""""","""""","""""","""""","""""",Cafe,"""""","""""",""""""
Hotel,265452800307195,"Danfe Ghar : Feel the Homely Touch",672,13,116,"Sanepa ",Kathmandu,Nepal,,"27.683307314996,85.30937208469",https://www.facebook.com/danfeghar,9803170791,http://www.danfeghar.com,"Danfe (Lophophorus Impejanus) is the national bird of Nepal and Ghar is home in Nepali. So, we haven given the name of the home after the national bird of Nepal. Danfe Ghar is an elegantly interior furnished home with unique & traditional Nepali Hospitality and Nepali touch. We prefer to say it home rather than just a guest house. We follow the Nepali proverb “Atithi Devo Bhaba”, that means “Guests are the God”. We heartly welcome our god to our home.

Danfe Ghar is located in peaceful residential area in Sanepa, Lalipur near from the core city.
We offer safe and quality accommodation with the facility of pick up and drop services.

Danfe Ghar is the home launced with an idea of offering clean, and comfortable rooms for short and long terms stay in the kathmandu valley.
It is composed of handful of quite and elegent rooms with valuable paintings set on the wall.
We are glad to welcome you in Danfe Ghar which offers you with delighted memories to spent on our beautiful garden and homely environment.","""""","""""","""""","""""","""""","Apartment &amp; Condo Building",object,"""""",""""""
"Non-profit organization",531191116987119,"CARE Nepal",5814,641,37,"SAMATA Bhawan, Dhobighat",Kathmandu,Nepal,"4/288 ","27.7,85.3333",https://www.facebook.com/pages/CARE-Nepal/531191116987119,"977-1- 5522800",http://www.carenepal.org,"CARE International
CARE is a leading humanitarian organization fighting global poverty. CARE places special focus on working alongside poor women because, equipped with the proper resources, women have the power to help whole families and entire communities escape poverty. Women are at the heart of CARE’s community-based efforts to improve basic education, prevent the spread of disease, increase access to clean water and sanitation, expand economic opportunity and protect natural resources. CARE also delivers emergency aid to survivors of war and natural disasters, and help people rebuild their lives.

In the fiscal year 2013, CARE worked in 87 countries around the world, supporting 927 poverty-fighting development and humanitarian aid projects to reach more than 97 million people.

CARE Nepal
CARE has been working in Nepal since 1978. Its initial focus was on addressing the basic needs of the poor and vulnerable communities through infrastructure development, agriculture extension activities and natural resource management. This focus changed in the 1990s with the introduction of a more diversified portfolio and a community-based ‘human infrastructure development’ approach. Since 2000, CARE Nepal has been working in partnership with local NGOs, networks, federations and community groups to address the underlying causes of poverty, conflict and vulnerability through promotion of gender and social inclusion, a rights-based approach and social mobilisation.

In 2013, CARE Nepal implemented 19 community development projects in 48 districts in partnership with over 50 NGOs and hundreds of community groups. CARE Nepal currently works in the following areas:

•	Climate Change and Natural Resource Management
•	Disaster Risk Reduction and Emergency Response
•	Food Security
•	HIV and AIDS
•	Maternal/Child/Family Health Services
•	Formal and Popular/Informal Education
•	Rural Infrastructure/Quick Impact Programme
•	Peace Building
•	Psychosocial Wellbeing of Women
•	Rural Micro-Financing
•	Water and Sanitation
•	Economic Opportunities
•	Advocacy and policy engagement
•	Strengthening the Civil Society

Gender equity and diversity, social inclusion and governance remain as cross cutting strategies through all of CARE Nepal’s work.

CARE Nepal identifies three primary focus areas for its current programmes:

a. Women’s Empowerment: Women’s empowerment has been one of the most significant focus areas. CARE Nepal looks into the economic, social, political, and cultural aspects of women’s lives, identify the challenges and carry out programs to mitigate them and support women. It has also been tracking achievements resulting from its intervention, for example, regarding the change in women’s access to resources and change in their decision making abilities.

b. Natural Resource Management/Environment/Securing Livelihoods: CARE Nepal seeks to enhance the access of PVSE communities including Dalits, the landless, women and those frequently affected by natural disasters and environmental degradation to natural resources along with improving their access to basic services such as health, education and economic opportunities.

c. Addressing Issues of Equity and Justice: CARE Nepal engages communities on issues of inequity and justice, challenges harmful traditional beliefs and aids in raising awareness. Policy dialogue and advocacy is also an integral part of this focus area.  

In order to deliver relevant and lasting development results in Nepal, CARE Nepal has been designing and implementing its programmes based on the findings from its Underlying Causes of Poverty Analyses (UCPA). In the rapidly changing socio-political context of Nepal, CARE Nepal has demonstrated its capacity to adapt and consistently focus its programmes on ensuring that the rights of the PVSE population are understood, respected and addressed in positive ways. CARE’s focus in Nepal and globally is to empower women and those who systematically face discrimination due to gender, caste, class, ethnicity and geographic settlement status.

CARE Nepal has collaborated with organizations including the National Forum for Women Rights Concern (NFOWRC), Federation of Community Forest User Groups (FECOFUN), Dalit NGO Federation (DNF), Nepal Federation of Indigenous Nationalities (NEFIN), National Association of People Living with HIV & AIDS (PLHA) Networks (NAP+N) and Disaster Preparedness Network (DP-Net) in order to amplify people’s voice in policy dialogue. 

At the district and community level, CARE Nepal has worked with local NGOs, district chapters of national networks and district line agencies. In 2013, CARE implemented 21 projects and initiatives in 48 districts in collaboration with over 50 partner NGOs and hundreds of community groups.

CARE Nepal is also member of the Association of International NGOs (AIN), an informal network of International NGOs operating in Nepal. It has also been involved in networks to prevent Sexual and Gender Based Violence (SGBV) against women and implementing United Nations Security Council Resolution (UNSCR) 1325. 



","""""","VISION
From the Himalayas to the plains of the Terai, we seek a peaceful and harmonious society in which poor, vulnerable and socially excluded (PVSE) people live in dignity, and their rights are fulfilled. We will be a partner of choice and be recognized for our commitment to social justice.


MISSION
We facilitate the empowerment of poor, vulnerable and socially excluded people to fulfill their basic needs and achieve social justice. This will be attained through:

•	Addressing social, cultural and political discrimination
•	Facilitating micro/macro linkage for policy influence
•	Forging local, regional and global alliances and partnerships
•	Supporting sustainable economic development
•	Promoting conflict sensitive programming
•	Preparing for disaster risk reduction and emergency response


CORE VALUES
•	Respect
•	Integrity
•	Commitment
•	Excellence


GOAL
The work of CARE Nepal and its partners will lead to equitable and sustainable development resulting in greater gender and caste equity and improved livelihoods of the poor, vulnerable, and socially excluded. Our work will contribute towards creating an enabling environment. 

IMPACT GROUP
Poor, vulnerable and socially excluded (PVSE) women, men, girls and boys with a special focus on Dalits, highly marginalized indigenous groups, ultra poor and poor households, adolescents, single women, conflict survivors and disaster affected people.

","""""","""""","""""",Organization,object,"""""",""""""
Health/medical/pharmaceuticals,1415721068673152,"B&B BLK Cancer Center",785,8,76,"Sincha Lalitpur",Lalitpur,Nepal,44702,"27.664879402309,85.329684809396",https://www.facebook.com/bnbblkcc,"015530028, 9841013676, 9801013676",http://www.bbhospital.com.np,"Allow us to introduce you to state of the art heathcare services comforming to the highest international standards at your very doorsteps. The B&B Hospital is an ISO certified institution with a legacy of compassionate care and international reputation. 
With an impressive array of services comprising of all aspects of Orthopedics (Trauma, Spine, Joint Replacement, Sports, Hand, Pediatrics & Tumors), Surgery (Urology, Hepatobiliary, GI & Onco-surgery), Medicine, Neurosurgery, Obs / Gynecology, Plastic & Maxillofacial Surgery & Pediatrics.

With our new partnership with the renowned BLK Super Speciality Hospital, New Delhi; we have further expanded our services to include “Comprehensive Cancer Care” 
 
B&B BLK Cancer Centre provides medical and surgical treatment to cancer patients, including OPD consultation, Chemotherapy, treatment planning and surgical procedures. We focus on providing cutting-edge clinical care, coupled with most cost effective solution. The centre brings Laparoscopic Cancer Surgery to Nepal for the first time. Highlights of the centre include specialized Nursing care and regular Tumor Boards to plan the best customized treatment for every patient, according to his or her need. Regular visits and OPD by Director, as well as by other senior specialists, of BLK Cancer Centre, New Delhi, ensure that highly specialized clinical expertise is available to patients easily. The centre holds super specialized cancer clinics, combining the experience and skill of multidisciplinary teams.
 
The centre is backed by the modern, established infrastructure & ISO certified processes of B&B Hospital, in Kathmandu, and will utilize the advanced set up of Radiation Oncology at BLK Super Speciality Hospital, New Delhi, including Trilogy Linear Accelerator with Cone Beam (with IGRT & IMRT capabilities), Asia’s First Cyberknife VSI - a whole body robotic radio-surgery system for painless and precise treatment of hitherto in-operable tumors, and the latest PET / CT with Time-of-Flight technology. The centre also enjoys the unique advantage of world class Laboratories set up at BLK, New Delhi, as a referral facility.
","""""","""""","""""","""""","""""",Oncologist/Hospital/Nursing,object,"""""","Dr Jagdish L Baidya, Dr Ashok K Baskota, Dr R Ranga Rao"
"Book store",785346388204822,"Anu Books",123,4,24,,Lalitpur,Nepal,,"27.658603876878,85.323429470825",https://www.facebook.com/pages/Anu-Books/785346388204822,+97715531279/+97715531345,"""""","""""","""""","""""","""""","""""",object,"Book Store",object,"""""",""""""
Arts/entertainment/nightlife,246340262093775,Jamsthan,3113,2,406,"JAMSTHAN, Talchikhel-14",Lalitpur,Nepal,+977,"27.657691600064,85.321712857056",https://www.facebook.com/jamsthans,"9803285242,9803285242,9849741305","""""","Practice room, gig venue and many more!

Bands who enjoys playing at Jamsthan.
-DIABLO
-CROWN OF THRONES
-13th STREET
-FROZEN FIRE
-SCROLL
-ENMAZE
-ELBOW ROOM
-MEDSCAPE
-WAKK THUU
-NUDE TERROR
-VIVACE OCTAVE
-FRAGMENTS
-DYING MAGGOTS
-SHUNYA
-LIARS ON FIRE
-OATH OF CALUMNY  
-DEW DROPS
-RAI KO RIS
-BIDROHA
-CALAMITIAN
-BROKEN HYMEN
-TRISHULA
-DISORDER
-DESPARATE MILE
-STRANGLE
-KALODIN","""""","""""","""""","""""",object,"Performance Venue",object,"""""",""""""
Education,122634074414372,www.edusanjal.com,95206,2538,34,Putalisadak,Kathmandu,Nepal,,"27.686550932209,85.326963908341",https://www.facebook.com/edusanjal,"977-01- 4253402",http://www.edusanjal.com/,"""""","""""","Our primary objective is to promote higher education in Nepal by offering accurate, unbiased, comprehensive, and timely information about educational institutions and to guide qualified individuals on how best to access those opportunities. ","""""","""""","""""","Educational Service/Educational Organization/College &amp; University",object,"""""","2010 May"
Publisher,110292655677228,"YPNepal.com : Nepal Business Yellow Pages Online Information Directory",2396,7,14,,Lalitpur,Nepal,44700,"27.669939425,85.30913574",https://www.facebook.com/NepalBusinessYellowPages,"977-1-5520354,   5535287",http://www.ypnepal.com,"Connection Nepal Business Yellow Pages Online Information Directory provides most updated business telephone number and information about Nepalese Business Houses, Corporates, Banks, Financial Organizations, Trading Houses, Educational Institutes, Schools, Colleges, Handicrafts, Hospitality and Tourism, etc. Nepal Business Yellow Pages 2012 published by Connection Publication House, Kathmandu, Nepal","""""","""""","""""","""""","""""","Marketing Consultant/Event Planner/Web Development",object,"""""","Global-Biz Yellow Pages"
"Local business",246283672157222,"Falcha Restro And Bar, jhamsikhel",129,0,1121,Jhamsikhel,Lalitpur,Nepal,,"27.676412033158,85.311185067224",https://www.facebook.com/pages/Falcha-Restro-And-Bar-jhamsikhel/246283672157222,"""""","""""","""""","""""","""""","""""","""""","""""","Food &amp; Restaurant","""""","""""",""""""
Education,229672343842802,"Caspian Valley College",1305,26,0,,Lalitpur,Nepal,977,"27.6720605,85.316774",https://www.facebook.com/pages/Caspian-Valley-College/229672343842802,015008523,www.caspianvalleycollege.edu.np," Caspian Valley College (CVC) stands on a glorious educational history. Since its inception in 2005, there has been no respite in its educational achievement. It has already produced competent managers and industrialists who have significantly contributed to the building of the nation. At present, ours is the institution which contains the highest number of students in the management faculty in Nepal which testifies to the students’ and guardians’ trust in us. We are not at all hesitant to admit that the bases of this trust are our sincere work and the resultant achievement in the past. We have always worked to the highest satisfaction of the students, providing not only a constant guidance in their curricular problems but also helping them form the strength of character and the vision required to face the competitive world of today.  
Your own observation of the college premises and academic activities may satisfy your curiosity and take away the doubts you might have. Higher education, being a matter of utmost importance, should not be decided on somebody’s say-so. Please, visit us and decide for yourselves what separates us from the rest of other colleges in the valley.","""""","To uplift and bring the unique icon in the field of Education","""""","""""","""""",Education,object,"""""",2005
Education,383172061747669,"Air Hostess Training Institute Private Limited",110447,1831,32,"New Baneshwor",Kathmandu,Nepal,44600,"27.687751701862,85.337089764502",https://www.facebook.com/airhostessnepal.com.np,"+977-1-4783564, 2042030",http://www.airhostessnepal.com.np,"“AIR HOSTESS TRAINING INSTITUTE (AHTI), to be the 1st Institute in our residence country NEPAL, Established on 25th August 2003 for providing Cabin Crew Training. As well, AHTI is also the 1st institute in Nepal for achieving an ISO 9001:2008 certification award for its quality and service. 

Special Features:

·      11th Year of Excellence

·      Established 25th August 2003

·      1st ISO 9001:2008 Certified Air Hostess Training Institute

·      Accredited by International Accreditation Organization (IAO), USA.

·      International Standard course content.

·      Highest placement in Domestic and International Airlines.

·      Licensed Holder Instructor from Civil Aviation Authority of Nepal (CAAN).

·      A respected Guest Speakers / Instructor, for Special Classes.

·      Well Equipped Training Lab and Infrastructure.

·      100% placement assistance after course competition.

·      Highly motivated staffs and Friendly Environment.","""""","""""","""""","""""",object,Education,object,"""""",""""""
"Community organization",150040981821960,"Gurkha Knights",10876,2618,0,"Lalitpur, Nepal",gwarko,977,"27.6768283,85.3295457",https://www.facebook.com/pages/Gurkha-Knights/150040981821960,"9841516682 / 016924666",info@gurkhaknights.com.np,"A complete pre- Army Training For British Gurkha Army, Singapore Police Force and French Foreign Legion Army.","""""","Leave no man behind....!!!","""""","""""","""""","Community Organization",object,"""""","Divash Lopchan (Deep)
 "
Shopping/retail,174960202672208,Shoes4less,49120,13,206,"Mayalu Center, Durbarmarg, Jawalakhel, opposite to Standard chartered bank",Kathmandu,Nepal,9771,"27.672461479854,85.314953276388",https://www.facebook.com/shoes4lessnepal,"4267613 / 5521662",http://shoes4less.com.np/,"Ladies shoes and handbags of well known brands across the globe ","""""","""""","""""","""""",object,"Shoe Store",object,"""""",""""""
"Community organization",580065762038096,"Future Stars Alumni - FSA",928,77,204,"Future Stars Alumni",Jawalakhel,Nepal,,"27.672819206825,85.314983386231",https://www.facebook.com/futurestaralumni,"""""","""""","Hi fellow Starians,

There is one thing common among all of us, that we went spent our majority years in a place located at Jawalakhel, Lalitpur, Nepal. 
The name is attached to us for ever and it is unerasable from our life.

During our school days some of us loved the place some of us just liked it, from the very gut still when we look back now (the summer seems last forever…) we cannot help thinking some of the good in fact the best time of our lives.

Lets make hand on hand to promote this forum !!

''Little effort can make huge difference'' 

Thanks and best Wishes !!","""""","''We can do our best, to make it better''","""""","""""","""""","Social Services",object,"""""",2013
Internet/software,95147447293,YoungInnovations,1688,5,168,Kumaripati,Lalitpur,Nepal,,"27.6693289,85.3206423",https://www.facebook.com/pages/YoungInnovations/95147447293,"""""",http://younginnovations.com.np,"""""","""""","""""","""""","""""","""""","Web Development",object,"""""","July, 2007"
Restaurant/cafe,478194548924545,"Newari khaja and fast food",3457,1,50,Pulchowk,Patan,Nepal,00977,"27.678087721367,85.315999751854",https://www.facebook.com/newarikhajagharandfastfood,9841573549,"""""","We provide tasty, healthy and hygienic Newari dishes with quality and reasonable price.","""""","""""","""""","""""",object,"Fast Food Restaurant",object,"""""",""""""
"Sports venue",540745242609057,"Prismatic Futsal & Recreation Center",1217,3,613,Sanepa,Lalitpur,Nepal,44613,"27.681014843501,85.306644835562",https://www.facebook.com/PrismaticFusalRecreationalCenter,977-01-5521587,"""""","""""","""""","""""","""""","""""",object,"Sports Venue &amp; Stadium",object,"""""",""""""
"Event planning/event services",236063413225565,"Series Events",9874,2,5781,Swoyambhu,Kathmandu,Nepal,00977,"27.668626098464,85.309614470473",https://www.facebook.com/seriesent,9860206810,"""""","Series Event is the newly found local business organization established to organize series of interesting parties throughout the town. 
and yeah lets welcome 2014 with the new thinking and with new revolution.New Year's being a time for new beginnings and learning experiences, what one always requires at the start of a new adventure is motivations and boosting of morale, along with things to ponder upon.
So be ready to hit the dance floor party freaks . . .. 
We are not saying we are organizing the best party in town but we will try to provide you full on entertainment . .. ","""""","""""","""""","""""","""""","Event Planning",object,"""""",""""""
Education,361593130532022,"Pro-Tools Center for Engineers",1739,120,83,,Lalitpur,Nepal,,"27.678366413695,85.31618497432",https://www.facebook.com/ProToolsCenter,015010757,http://protools.com.np,"Pro-Tools Center is an academy for professional training and computer applications for professional engineers and engineering and  IT students. The demand for able Engineers equipped with the tools necessary for undertaking development projects is growing.One of the most important tools is the knowledge of computer applications for real life problem solving. So we offer comprehensive courses in a variety of such tools as per your needs. We have professional trainers to help you succeed and all those in flexible, cost effective, quality courses.","""""","Pro-Tools Center aims to provide the prospective Engineers with knowledge & skills in field of Engineering Computer Applications and Information Technology.","""""","""""",object,"Engineering Service/Computer Training/Technical Institute",object,"""""",2011
Tours/sightseeing,188310427980413,"KAILASH Mansarovar",12255,175,0,www.mountkailash.com,,"27.655568209076,85.300225976884",https://www.facebook.com/kailashmansarovar13,+919818412288,http://mountkailash.com,"Mount KAILASH.com is a YATRA company for KAILASH Mansarovar Yatra. We organise overland yatra to Mansarovar, Heli Kailash & via Lhasa also in affordable price.","""""","""""","""""","""""","""""","Tourist Information",object,"""""",""""""
Engineering/construction,162804417207931,"Danphe Engineering Consultancy Pvt. Ltd.",862,23,1,,Lalitpur,Nepal,,"27.68098460274,85.322838567027",https://www.facebook.com/pages/Danphe-Engineering-Consultancy-Pvt-Ltd/162804417207931,"""""","""""","""""","""""","""""","""""","""""","""""","Engineering Service",object,"""""","Basu Dev Nepal"
Hotel,1405992346320531,"Hotel Mount Princess",525,7,91,Dhulikhel,Dhulikhel,Nepal,00977,"27.6506522578,85.320977904",https://www.facebook.com/pages/Hotel-Mount-Princess/1405992346320531,011-490616,"http://hotelmountprincess.com http://mount-princess.webs.com","""""","""""","""""","""""","""""","""""","Hotel/Resort/Himalayan Restaurant",object,"""""",""""""
Food/grocery,592242017506790,"Baked n' Fresh",665,7,61,Sanepa,Lalitpur,Nepal,,"27.683523,85.3120471",https://www.facebook.com/pages/Baked-n-Fresh/592242017506790,01-5545448,"""""","""""","""""","""""","""""","""""",object,Bakery,object,"""""",""""""
Food/grocery,105168259653296,metrotarkari.com,3412,4,0,"Metro House, Bakhundole, Lalitpur",Lalitpur,Nepal,,"27.682672005404,85.310469036865",https://www.facebook.com/metrotarkari,977-1-5523313,http://www.metrotarkari.com,"Busy routine, rush-hours and hectic markets are unsettling people from trouble free reach to hygenic and fresh foods. Metrotarkari.com provides a highly managed hassle-free online market where you can get fresh items be it vegetables, fruits, meat products, dairy products, sprouts or any other food you name within your clicks.

We are one stop place to your need of fresh foods delivered to you with proper quality in desired timeframe adding value to your foodstuff, supplying the best out of fresh items and mouth-watering organic products. Get into amazing deal with farm fresh products at your doorstep delivered free of cost. Yes you’re right; we deliver at your doorstep without delivery cost.
Metrotarkari.com is an enterprise of Metro-Vibes as an endeavour to combine city lifestyle with information technology.
","""""","""""","""""","""""","""""","Food &amp; Grocery",object,"""""",""""""
"Community organization",200734206626320,"झी नेवाः ""WE-Newars""",39753,3933,40,,Lalitpur,Nepal,00977,"27.668858481036,85.327661220947",https://www.facebook.com/nEWa.rocKkss,"""""",http://fb.com/nEwa.Jyapu,"┏┓┏┓┏┳━━━┓┏━━━┓╋╋╋╋╋┏┓┏━┓
┃┃┃┃┃┃┏━━┛┃┏━┓┃╋╋╋╋╋┃┃┃┏┛
┃┃┃┃┃┃┗━━┓┃┗━┛┣━━┳━━┫┗┛┛
┃┗┛┗┛┃┏━━┛┃┏┓┏┫┏┓┃┏━┫┏┓┃
┗┓┏┓┏┫┗━━┓┃┃┃┗┫┗┛┃┗━┫┃┃┗┓
╋┗┛┗┛┗━━━┛┗┛┗━┻━━┻━━┻┛┗━┛","""""","""""","""""","""""","""""","Community Organization",object,"""""",""""""
"Local business",189338971163360,"Universal Cafe, Ekantakuna, Lalitpur",78,0,1143,,Lalitpur,Nepal,,"27.668752682084,85.306936202855",https://www.facebook.com/pages/Universal-Cafe-Ekantakuna-Lalitpur/189338971163360,"""""",<<not-applicable>>,"""""","""""","""""","""""","""""","""""","Professional Services","""""","""""",""""""
"Community organization",1428712084060996,"Sattya Media Arts Collective",1246,105,90,,Kathmandu,Nepal,12668,"27.7,85.3333",https://www.facebook.com/SattyaMediaArtsCollective,01-5523486,http://www.sattya.org,"Sattya Media Arts Collective is a resource center for artists, filmmakers, photographers, activists, and other creative types in Nepal. It provides a space and an open community for people who want to pursue their interests.

Sattya is a hub for DIY culture, collaboration, inspiration, activism, and learning for emerging artists of all types and anyone interested in experiential learning, arts, films, urban issues, and, basically, making things. Sattya is a participation based organization, open to everyone and rooted in the spirit of volunteerism and inclusiveness, providing opportunities for people from all backgrounds, ages, and skill levels.

Simply put, Sattya exists to encourage people to DO WHAT THEY LOVE.","""""","Support artists by providing space, resources, classes, job opportunities and creating a community of skilled and passionate people who pursue their craft.

Use media and art to bring about awareness and new perspectives in society.

Make art and media accessible to people from different backgrounds, allowing everyone to shape their community and culture.","""""","""""","""""","Community Organization",object,"""""","Anya Vaverko"
Company,219024141620184,"HobNob Groups",961,0,14,"Kumaripati , Manbhawan , opposite to "" British Camp """,Lalitpur,Nepal,,"27.6667,85.3333",https://www.facebook.com/Hobnob.groups,"""""","""""","Hobnob is an entertainment company that focuses on talent exposure and boosting up of creative endeavours especially artist; singers, models, actors and so on. It is to an extent a window for the emerging talents to the world. The team is a well knit family of multi-talented individuals who explore your inner strengths and take it to the limits, providing both national and international exposure. The company also sees through the boundary of fashion and show biz industry to manage and produce events and also takes in social responsibilities by organising charity shows. In addition, the team also incorporates content development for movies and music videos, brand management, celebrity and artist management and almost everything under the horizons of the entertainment industry. HobNob Events and Entertainment is under HobNob Group.","""""","""""","""""","""""","""""",Company,object,"""""",""""""
Shopping/retail,437647929643770,"New Splash",3183,3,78,manbhawan,Lalitpur,Nepal,977,"27.67186956,85.31761998",https://www.facebook.com/pages/New-Splash/437647929643770,9779841349977,"""""","""""","""""","""""","""""","""""","""""","Shopping &amp; Retail",object,"""""",""""""
Education,281752901861945,"Kangaroo Education Foundation",92498,1555,15,,Kathmandu,Nepal,"8973 NPC 343","27.701872772447,85.322142665109",https://www.facebook.com/KangarooEdu,"+977-1-4233107, 014233088, 061-541474",www.kangaroo.edu.np,"KEF roles as a career path for your abroad study solution. KEF has ushered hundreds of students, erased all their confusions, answered all their questions, enhanced their confidence and in return, has received a pile of ‘thank-you-note’ from the students who received our services. To-date, KEF has straightened the zigzag life-path of many students like you. KEF does this confidently and professionally. Try KEF if you want to know what it does, and how.

Only one urge we have for you, and this is what we wish you to be-- SMART. We say this because of the way we do things, and the way we guide you to. We believe in, 'smart people do not do different things, they do things differently'. Either you adopt this or adapt. Whichever you choose to do, change is inevitable. Exactly from here and with KEF, your dream comes true.","""""","To give the unbeatable service to students interested in abroad studies.","""""","""""",object,Education,object,"""""",2001
Computers/technology,415641875196693,"Graphic Design Nepal",2143,4,13,,Lalitpur,Nepal,00977,"27.680582087544,85.310053898738",https://www.facebook.com/graphicdesignnepal,"+977 9849028652, +977 9803732864",www.graphicdesignnepal.com,"
Graphic Design Nepal is a team of passionate graphic designers helping people to make their likes easier. More than graphic designers we are problem solvers who create useful, creative, beautiful yet inexpensive solutions. We are always ready to help people having problems related to graphic design. Our services include Branding Identity which helps people to build their brands and improve the existing ones. We offer various other services such as Website Design and redesign, from photo manipulation to professional official related design.","""""","""""","""""","""""","""""","Graphic Design/Web Design",object,"""""","Anurag Maharjan & Sikum Limbu"
"Local business",190611014315590,"Hankook Sarang",2832,12,10851,Thamel,Kathmandu,Nepal,"GPO BOX:5741","27.714241835369,85.309987534406",https://www.facebook.com/pages/Hankook-Sarang/190611014315590,01-4256615,http://www.hankooksarang.com,"With kromje my besti fren","""""","""""","""""","""""",object,"Korean Restaurant/Shopping &amp; Retail","""""","""""",""""""
Restaurant/cafe,541353165903013,"Namlo Gardens",961,5,966,Bakhundole,Patan,Nepal,"Opposite  Norwegian Ambassador's Residence","27.682814441059,85.314932232666",https://www.facebook.com/pages/Namlo-Gardens/541353165903013,9851103087,www.namlorestaurant.com.np,"Namlo Garden Restaurant is located in Bakhundole, Patan just opposite the Norwegian Ambassador's residence. Set in tranquil surroundings with both indoor and outdoor seating do come and visit us for a relaxing time with a wide range of food and drinks on offer.  Events can also be organised both indoor and outdoor. We are open from 10am – 10pm, Monday to Sunday.
          
We Organise: 
• Banquets
• AGM/ Corporate Events
• Brand Inauguration
• Seminars/ Conference
• Birthday/Anniversary/ Marriage/ Reception/ Private Parties
• Indoor & Outdoor Lunch/ Dinner in the Restaurant Garden
• Barbeque

Private Parking & Road Parking Availablele
 
Cuisines:
• Continental
• Nepali/ Indian
• Chinese
• Bhutanese

Weekly Events:
Live Music – Every Wednesday 5pm onwards
Barbeque – Every Friday 5pm onwards
Happy Hours: Everyday 4pm – 7pm (Buy one get one free cocktail/ mocktail)
Discounts on Food & Snacks available during all events. 

Takeaway and Free Wi-Fi facility available.","""""","""""","""""","""""",object,Restaurant,object,"""""",""""""
Engineering/construction,737590956315575,"Civil Homes",29251,1376,22,,Kathmandu,Nepal,977,"27.6966731,85.2941742",https://www.facebook.com/civilhomesnepal,"""""",http://www.civilhomes.com,"""""","""""","""""","""""","""""","""""",Engineering/Construction,object,"""""",""""""
"Non-governmental organization (ngo)",349431578544450,"WAY of Living",933,1,67,Bhaisepati,Lalitpur,Nepal,+977,"27.6667,85.3333",https://www.facebook.com/wayofliving2012,015590835*9849606943,http://www.wayofliving2012.com,"Way of living is a private treatment center for drug/alcohol. We offer a non-discriminatory, supportive, community based approach while helping people to bring about changes in their lives. Our goal is to empowerment people dependent on drugs/alcohol and also people living with HIV to cope with difficult circumstances in life. Very simply, our goal is to make available the finest, most efficient, comfortable and complete rehabilitation as far as possible using all the latest and thoroughly proven treatment tools. ","""""","""""","""""","""""","""""","Social Services",object,"""""",""""""
"Local business",184874868231800,"Nanglo, Durbar Marg",115,0,1046,"Durbar Marg",Kathmandu,Nepal,,"27.710496568677,85.317304515218",https://www.facebook.com/pages/Nanglo-Durbar-Marg/184874868231800,"""""","""""","""""","""""","""""","""""","""""","""""","Fine Dining Restaurant","""""","""""",""""""
Education,442375289133669,"White House College, Khumaltar",1013,10,159,,Lalitpur,Nepal,,"27.649636361605,85.322046566935",https://www.facebook.com/whitehousecollege,"015536741 [College] , 1618015548314  [Toll Free] , 015537852 [Director Room]",http://www.whitehouse.edu.np/,"WhiteHouse College (WHC) has been established with the aim of raising the quality of education in Nepal. It not only believes in providing quality education but also aims at creating responsible citizens of the country. It offers a positive and holistic approach to education. The education imparted in the college is at par with international standards in order to prevent the increasing trend of talented students seeking admission in institutions outside the country.

The students of the college are given an ideal environment for studies where they can blossom into useful members of the society. The warm and friendly environment helps in cross-pollination of cultures and ideas under the able guidance of competent, dedicated and experienced teachers. Teachers follow the latest methods of teaching and make the fullest use of modern technology. Excellent infrastructure coupled with small class size help in setting excellent standards in education. In order to encourage promising students, the college offers various kinds of scholarships to students. The college provides value for money.","""""","The mission of the college is to provide quality education to the Nepalese Youth so that they can face the challenges of life at national and international levels. The college provides professional counseling to students so that they can make informed choices. Students are advised to select appropriate courses in line with their abilities and their aptitudes.","""""","""""",object,"Junior High School/College &amp; University",object,"""""",2007
Shopping/retail,385336851532317,"Cheeky Store",72117,216,536,"Woodland Hotel, 1st floor. Durbar Marg.",Kathmandu,Nepal,,"27.645208658389,85.315948455314",https://www.facebook.com/pages/Cheeky-Store/385336851532317,"9803095560/ 9813427890","""""","""""","""""","""""","""""","""""",object,"Shopping &amp; Retail",object,"""""",""""""
