name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"The Sunrise Regency","Lower Pelling, Pelling, Sikkim 737113, India","Lower Pelling, Pelling","090026 93649","+91 90026 93649","27.319772,88.240033",27.319772,88.240033,,,"lodging / natural_feature / establishment",https://plus.google.com/108930400301074496503/about?hl=en-US,,ChIJq6qqanGG5jkRg9Y4ddBKvdU
"Compuset Centre","Limbugaon, Darjeeling, West Bengal 734101, India","Limbugaon, Darjeeling",,,"27.039279,88.266155",27.039279,88.266155,,,establishment,https://plus.google.com/113687389382117000650/about?hl=en-US,http://www.darjnet.com/,ChIJSX4NqOwu5DkRZSPqXBa7_LI
"Off Road Adventure","Adventure Wing, Ajit mansion building Chowrasta, Darjeeling, West Bengal 734101, India","Adventure Wing, Ajit mansion building Chowrasta, Darjeeling","098320 54944","+91 98320 54944","27.059761,88.253777",27.059761,88.253777,,,"travel_agency / establishment",https://plus.google.com/108077339142549029525/about?hl=en-US,http://www.offroadadventure.in/,ChIJq6qqB68u5DkRY_plaEFCQGk
Anupam,"21 ladenla road.Municipal school building, Opp mahakal market.Near Inox movie hall, Darjeeling, West Bengal 734101, India","21 ladenla road.Municipal school building, Opp mahakal market.Near Inox movie hall, Darjeeling","094344 28787","+91 94344 28787","27.040172,88.264771",27.040172,88.264771,,,"clothing_store / store / establishment",https://plus.google.com/101307563375053236408/about?hl=en-US,http://www.anupamgarments.webs.com/,ChIJsR4Wu5Qu5DkRV3XkuWhpXlg
"Vodafone Store","H.D.Lama Road, Darjeeling Tobbaco Mart Darjeeling, Darjeeling, West Bengal 734101, India","H.D.Lama Road, Darjeeling Tobbaco Mart Darjeeling, Darjeeling","097320 97320","+91 97320 97320","27.044508,88.266756",27.044508,88.266756,,,establishment,https://plus.google.com/106079988546578977937/about?hl=en-US,http://www.vodafone.in/,ChIJvxBNveou5DkR3XjxNFtJbZM
"Hotel Sanderling","H.D Lama Road, दार्जीलिंग, 734101, India","H.D Lama Road, दार्जीलिंग","093394 38111","+91 93394 38111","27.041946,88.266106",27.041946,88.266106,,,"lodging / establishment",https://plus.google.com/112889870589986151038/about?hl=en-US,http://www.hotelsanderling.com/,ChIJR1GHUZIu5DkRINPDaCFzPAk
"THE EDGE","Old Post Office Building, Ghoom. Darjeeling, Darjeeling, West Bengal 734102, India","Old Post Office Building, Ghoom. Darjeeling, Darjeeling","092334 04800","+91 92334 04800","27.008284,88.254198",27.008284,88.254198,,,establishment,https://plus.google.com/112868475329830954583/about?hl=en-US,http://theedgejobs.com/,ChIJCZ98QnAu5DkRFvgHXjRn_O4
"Vodafone Mini Store","Mirrik Bazar Main Road, Mirikmirik, Mirik, West Bengal 734214, India","Mirrik Bazar Main Road, Mirikmirik, Mirik","097320 97320","+91 97320 97320","26.88777,88.19105",26.88777,88.19105,,,establishment,https://plus.google.com/103001941865457326585/about?hl=en-US,http://www.vodafone.in/,ChIJ43Yu8mYz5DkRaEwubYar9vE
"Vodafone Mini Store","41 Hill Cart Road, Kurseong (M)Kurseong (M), Kurseong, West Bengal 734203, India","41 Hill Cart Road, Kurseong (M)Kurseong (M), Kurseong","097320 97320","+91 97320 97320","26.8725,88.274166",26.8725,88.274166,,,establishment,https://plus.google.com/103458846601425126797/about?hl=en-US,http://www.vodafone.in/,ChIJ1YYXOM425DkRHuCtYo7m6yw
"Off Road Adventure","Ajit mansion building Chowrasta,, Darjeeling, West Bengal 734101, India","Ajit mansion building Chowrasta,, Darjeeling","098320 54944","+91 98320 54944","27.059241,88.253267",27.059241,88.253267,,,establishment,https://plus.google.com/105132259723928598967/about?hl=en-US,http://www.offroadadventure.in/,ChIJq6qqB68u5DkR7rI07R2SBTQ
"KITCHEN WORLD","Municipal Building D-4,Opp Bata, Hill Cart Road, Chowk Bazar, Darjeeling, West Bengal 734101, India","Municipal Building D-4,Opp Bata, Hill Cart Road, Chowk Bazar, Darjeeling","094348 80384","+91 94348 80384","27.039965,88.263714",27.039965,88.263714,,,"home_goods_store / store / establishment",https://plus.google.com/110234478964099005685/about?hl=en-US,,ChIJX52PUY8u5DkRtjCXkkTBz10
"Tour Operator Darjeeling","Hill cart Road, Batasia View Point, Building Wind cafe, P.O. Ghoom, Darjeeling, West Bengal 734102, India","Hill cart Road, Batasia View Point, Building Wind cafe, P.O. Ghoom, Darjeeling","089723 52228","+91 89723 52228","27.016173,88.246951",27.016173,88.246951,,,"travel_agency / establishment",https://plus.google.com/107403499159467607905/about?hl=en-US,http://www.kanchanjungaexpress.com/,ChIJt40YT38u5DkR4IHngBaSSjM
"The Professional Couriers","HO Lama Road, Opposite Allahabad Bank, Mohan Fishing Building, Darjeeling, West Bengal 734101, India","HO Lama Road, Opposite Allahabad Bank, Mohan Fishing Building, Darjeeling","022 2781 3309","+91 22 2781 3309","27.039532,88.280178",27.039532,88.280178,,,establishment,https://plus.google.com/112645503403735611450/about?hl=en-US,http://www.tpcindia.com/,ChIJVVVVVeEu5DkROz_GSznc49Y
"Rhododendron Dell Exoctic Resort - Darjeeling","26, Gandhi Road, Shri Madan Tamang Premises, Near Garg World, Darjeeling, India, Darjeeling, West Bengal 734101, India","26, Gandhi Road, Shri Madan Tamang Premises, Near Garg World, Darjeeling, India, Darjeeling","088266 00036","+91 88266 00036","27.022564,88.255856",27.022564,88.255856,,,"lodging / establishment",https://plus.google.com/107451604653382347628/about?hl=en-US,http://www.rhododendronresort.com/,ChIJu1i7Nu0u5DkReRLESXLuCsk
"Well Come To Vastu Vihar Township","National Highway 55, Panchakulguri, West Bengal 734010, India","National Highway 55, Panchakulguri","083888 51487","+91 83888 51487","26.750359,88.347889",26.750359,88.347889,,,establishment,https://plus.google.com/116108939590008269057/about?hl=en-US,http://www.vastuvihar.org/,ChIJH_UiNrdH5DkRnhYzc4jp_BI
"Prayas Projects India Ltd., Bagdogra Branch","Airport More,Bagdogra, Bagdogra, West Bengal 734014, India","Airport More,Bagdogra, Bagdogra","098310 33728","+91 98310 33728","26.70071,88.328233",26.70071,88.328233,,,establishment,https://plus.google.com/113545944328562533200/about?hl=en-US,http://prayasgroup.com/,ChIJBWnCjwNG5DkRh8bUHUTNiPQ
"Uttar Banga Realcon Pvt. Ltd.","Mother Teresa Road, Shiv Mandir, Matigara, Dist - Darjeeling, Near St. Teresa School, Siliguri, West Bengal 734013, India","Mother Teresa Road, Shiv Mandir, Matigara, Dist - Darjeeling, Near St. Teresa School, Siliguri","090029 81353","+91 90029 81353","26.715982,88.362779",26.715982,88.362779,,,"real_estate_agency / establishment",https://plus.google.com/112017150151271507933/about?hl=en-US,http://www.uttarbangarealcon.com/,ChIJ93GoAmBG5DkRYLh38ZvLK64
"Vaishnodevi Buildcon Pvt. Ltd.","FAKIRCHANDJOTE, GHOSPUKUR, SILIGURI, Rishi Road, Foudigachh, West Bengal 734426, India","FAKIRCHANDJOTE, GHOSPUKUR, SILIGURI, Rishi Road, Foudigachh","098321 74760","+91 98321 74760","26.583602,88.264667",26.583602,88.264667,,,establishment,https://plus.google.com/116575072824384144704/about?hl=en-US,,ChIJNVEqLehR5DkRiFKJ1dVZZeo
Rajbari,"Tindharay, NH55, Hill Cart Road, West Bengal 734223, India","Tindharay, NH55, Hill Cart Road","0354 234 1299","+91 354 234 1299","26.852924,88.332481",26.852924,88.332481,,,establishment,https://plus.google.com/102987495899579112176/about?hl=en-US,,ChIJJRwJvtw55DkR6PwPkLu4PuM
"SUJAY HARDWARE","Gandhi Road, Jugibhita, West Bengal 734010, India","Gandhi Road, Jugibhita","081167 68232","+91 81167 68232","26.751618,88.358434",26.751618,88.358434,,,"hardware_store / store / establishment",https://plus.google.com/111599573513604798729/about?hl=en-US,"http://www.google.co.in/mapmaker?ll=26.719082,88.366475&spn=0.001414,0.002124&t=h&z=19&lyt=large_map_v3&hyaw=106.52817441068892&mid=1423383730045&source=https%3A%2F%2Fwww.google.co.in%2F",ChIJrfvMqKhH5DkRHIz9pFr-_Uw
"Himalayan Endeavour Private Ltd","National Highway 55, Nimai, West Bengal 734010, India","National Highway 55, Nimai",,,"26.738815,88.352908",26.738815,88.352908,,,establishment,https://plus.google.com/104196650928281324001/about?hl=en-US,,ChIJBfJTXk1G5DkR0sYxjg5pCzk
"Amiya Corporation","Shiv Mandir, West Bengal 734011, India","Shiv Mandir",,,"26.706785,88.359371",26.706785,88.359371,,,establishment,https://plus.google.com/103638549495043705391/about?hl=en-US,,ChIJpbl3E2NG5DkRxRY6cRymqcY
"Bibhabati Apartment","Suryasen Pally, Shiv Mandir, West Bengal 734011, India","Suryasen Pally, Shiv Mandir",,,"26.7073,88.363965",26.7073,88.363965,,,establishment,https://plus.google.com/116529333123461985541/about?hl=en-US,,ChIJ0TctNohG5DkRs_dhyPVRyn8
"B.D.Sarda Building.","Shantinagar, Nepal",Shantinagar,,,"26.74,88.09",26.74,88.09,,,establishment,https://plus.google.com/112287274599986726185/about?hl=en-US,,ChIJl_g1fn-25TkRLulYEn6Oa2s
"Mechi Power Mobiles Trade","Asian Highway 2, Birtamode 57204, Nepal","Asian Highway 2, Birtamode",023-540724,"+977 23-540724","26.642065,87.986916",26.642065,87.986916,,,"store / establishment",https://plus.google.com/104790396513322311537/about?hl=en-US,http://www.hhbajaj.com.np/,ChIJnyersVi65TkRiQbZHqZIVG8
"Gorakhkali Cement Factory","Duwagadhi Mod Road, Duwagadhi 57200, Nepal","Duwagadhi Mod Road, Duwagadhi",,,"26.628676,88.063847",26.628676,88.063847,,,establishment,https://plus.google.com/115704904086656433180/about?hl=en-US,,ChIJ00ddF7ux5TkRIf_YvctC1Ag
"Century Cement Factory","Mechi Rajmarg, Duwagadhi 57200, Nepal","Mechi Rajmarg, Duwagadhi",,,"26.625373,88.063899",26.625373,88.063899,,,establishment,https://plus.google.com/109700182294028242983/about?hl=en-US,,ChIJGzT-xLux5TkRwgiVeOAzr2A
"Satya Builders","Station More, State Highway 12, Naxalbari, West Bengal 734429, India","Station More, State Highway 12, Naxalbari",,,"26.682818,88.200731",26.682818,88.200731,,,"hardware_store / store / establishment",https://plus.google.com/102368753519204208758/about?hl=en-US,,ChIJ6efPToRM5DkRp3JzCJPDZ1g
"Pashupati Cement Factory","Chandragadhi - Charali Road, Chandragadhi 57200, Nepal","Chandragadhi - Charali Road, Chandragadhi",,,"26.602813,88.07832",26.602813,88.07832,,,establishment,https://plus.google.com/100971021352096990692/about?hl=en-US,,ChIJaaQxjeSx5TkRMbQvgROnA40
"Mansa Cement Factory","Chandragadhi - Charali Road, Chandragadhi 57200, Nepal","Chandragadhi - Charali Road, Chandragadhi",,,"26.600984,88.07789",26.600984,88.07789,,,establishment,https://plus.google.com/101998898123942479999/about?hl=en-US,,ChIJn2qZf-Ox5TkRq2L5XZUEt_I
"Nepal Electricity Authority Power Station","Bhadrapur 57200, Nepal",Bhadrapur,,,"26.567517,88.070226",26.567517,88.070226,,,establishment,https://plus.google.com/118349373943363730260/about?hl=en-US,,ChIJA10d30Gu5TkRCJdUGavWqYQ
"Hattighisa Power station","Pradhan Mantri Gram Sadak Yojana Road, Mahasing, West Bengal 734429, India","Pradhan Mantri Gram Sadak Yojana Road, Mahasing",,,"26.691848,88.243207",26.691848,88.243207,,,establishment,https://plus.google.com/111519060464251582565/about?hl=en-US,,ChIJ_-UDff9L5DkRVXDJVCaYszk
"Atal Power Station","National Highway 31C, Atal, West Bengal 734429, India","National Highway 31C, Atal",,,"26.690008,88.245975",26.690008,88.245975,,,establishment,https://plus.google.com/102910592228756636047/about?hl=en-US,,ChIJg2eNnABM5DkRwH-ynmS5CvM
"Phani Hardware and Iron Stores","Opp. Marina Hotel, National Highway 31, Uttar Bagdogra, Bagdogra, West Bengal 734014, India","Opp. Marina Hotel, National Highway 31, Uttar Bagdogra, Bagdogra",,,"26.699421,88.316259",26.699421,88.316259,,,"hardware_store / store / establishment",https://plus.google.com/112306807316654146647/about?hl=en-US,,ChIJ8RhMRqlI5DkRhgRfTjaYSY4
"Power House More","Shiv Mandir, West Bengal 734013, India","Shiv Mandir",,,"26.712471,88.362013",26.712471,88.362013,,,establishment,https://plus.google.com/116968855299449843059/about?hl=en-US,,ChIJIXe1w2FG5DkRG3-K6Q7V0t8
"NBU 132/33/11KV Power House Complex","Military Road, Shiv Mandir, West Bengal 734013, India","Military Road, Shiv Mandir",,,"26.713192,88.36415",26.713192,88.36415,,,establishment,https://plus.google.com/104598608226681905966/about?hl=en-US,,ChIJeXis3GFG5DkR6gd3x4Oy7Vg
"W.R.I&D.D. Administrative Building","west 734011, Bidhanpalli, National Highway 31, Shiv Mandir, West Bengal 734011, India","west 734011, Bidhanpalli, National Highway 31, Shiv Mandir",,,"26.709068,88.36243",26.709068,88.36243,,,establishment,https://plus.google.com/113616286604864475134/about?hl=en-US,,ChIJr-mQc2JG5DkRG241yXNu-20
"Chatterjee Enterprise","Shiv Mandir, West Bengal 734011, India","Shiv Mandir",,,"26.705653,88.364518",26.705653,88.364518,,,"hardware_store / store / establishment",https://plus.google.com/104398017547577901538/about?hl=en-US,,ChIJYw3fb4hG5DkRXlSYPehbZ1M
"Ghosh Enterprise","Phansidewa More, Shiv Mandir, West Bengal 734013, India","Phansidewa More, Shiv Mandir",,,"26.709887,88.3669",26.709887,88.3669,,,"hardware_store / store / establishment",https://plus.google.com/105783529663180064436/about?hl=en-US,,ChIJx_-rRYlG5DkR9zA2Lp354G4
"Roshan Traders","Bhadrapur 57200, Nepal",Bhadrapur,023-455390,"+977 23-455390","26.569376,88.06484",26.569376,88.06484,,,"shopping_mall / establishment",https://plus.google.com/109566791536797915098/about?hl=en-US,,ChIJp0U9O0eu5TkR5v8KUATFHYk
"Sujit Electrical & Works","Near Bagdogra Balika Vidyalaya, National Highway 31C, Uttar Bagdogra, Bagdogra, West Bengal 734014, India","Near Bagdogra Balika Vidyalaya, National Highway 31C, Uttar Bagdogra, Bagdogra","098324 52230","+91 98324 52230","26.698381,88.310026",26.698381,88.310026,,,"store / establishment",https://plus.google.com/104028259499137812121/about?hl=en-US,,ChIJkX2g4rNI5DkRp9PW8Y-vb1Y
"Chakraborty Enterprise","panchkalguri, nemaijote, darjeeling(w.b)- 734010, India","panchkalguri, nemaijote, darjeeling(w.b)- 734010",,,"26.754487,88.344315",26.754487,88.344315,,,establishment,https://plus.google.com/101505396720787686939/about?hl=en-US,,ChIJNRRoYbhH5DkR5jrJrJEx9XI
"Anjan Enterprises","National Highway 31C, Uttar Bagdogra, Bagdogra, West Bengal 734014, India","National Highway 31C, Uttar Bagdogra, Bagdogra","098323 36795","+91 98323 36795","26.699262,88.319298",26.699262,88.319298,,,"store / establishment",https://plus.google.com/116021478045458271777/about?hl=en-US,,ChIJf9aMTalI5DkROQVmAsBCj4o
"Pressure Shaft","Jorethang Loop Hydro Electric project, Melli-Nayabazar Road, Majhitar Forest Block, Sikkim 737126, India","Jorethang Loop Hydro Electric project, Melli-Nayabazar Road, Majhitar Forest Block",,,"27.108647,88.333863",27.108647,88.333863,,,establishment,https://plus.google.com/109939323979670962378/about?hl=en-US,,ChIJt5vA2TEm5DkRtH2Askkieko
TCP_PS-1,"Kashiram, West Bengal 734014, India",Kashiram,,,"26.620889,88.360178",26.620889,88.360178,,,establishment,https://plus.google.com/104019944297191546624/about?hl=en-US,,ChIJrwd5yiFF5DkRid7yOctTWYE
Ashiyana,"Opposite To Royal Academy School, Matigara, Siliguri, West Bengal 734009, India","Opposite To Royal Academy School, Matigara, Siliguri","085092 12075","+91 85092 12075","26.728287,88.382649",26.728287,88.382649,,,establishment,https://plus.google.com/112878397046678714861/about?hl=en-US,http://www.sagarmathagroup.com/,ChIJaW2HrsJG5DkRGwYtxgX1Gno
"ESSENN Group of Companies","Kurseong Rice Mill compound, Burdwan Road, Siliguri, West Bengal 734001, India","Kurseong Rice Mill compound, Burdwan Road, Siliguri","098001 99999","+91 98001 99999","26.714736,88.420243",26.714736,88.420243,,,establishment,https://plus.google.com/109993710261793770080/about?hl=en-US,http://www.essenn.in/,ChIJMbeGMUBB5DkRrSCK3qvbD4Q
"Package Drinking Water in siliguri : Laxmi Groups Builders","7/11,Saktigarh Upper colony, Burdwan Road, Babupara, Siliguri, West Bengal 734005, India","7/11,Saktigarh Upper colony, Burdwan Road, Babupara, Siliguri","0353 645 4599","+91 353 645 4599","26.685962,88.418139",26.685962,88.418139,,,"home_goods_store / store / establishment",https://plus.google.com/104575134562989403147/about?hl=en-US,http://www.laxmigroups.co.in/,ChIJry8s5OZD5DkRl9oS5fvJt5w
"Singalila Park","Near Durga Hyundai, Hill Cart Road, Dagapur, Siliguri, West Bengal 734003, India","Near Durga Hyundai, Hill Cart Road, Dagapur, Siliguri",,,"26.744157,88.39933",26.744157,88.39933,,,establishment,https://plus.google.com/100346052995964688569/about?hl=en-US,,ChIJI1_OBytH5DkRTsESyoSR-C8
"Tata Docomo Brand Store","S F Road, Pradip Nagar, Siliguri, West Bengal 734001, India","S F Road, Pradip Nagar, Siliguri","0353 655 0170","+91 353 655 0170","26.70152,88.416392",26.70152,88.416392,,,"store / establishment",https://plus.google.com/114630521766190801408/about?hl=en-US,http://www.tatadocomo.com/brand-stores.aspx,ChIJMTW_zT9B5DkRuiiP_iwFUOY
"D D & Company","Sevoke Road, Janta Nagar, Siliguri, West Bengal 734001, India","Sevoke Road, Janta Nagar, Siliguri","099324 51520","+91 99324 51520","26.716183,88.423064",26.716183,88.423064,,,"store / establishment",https://plus.google.com/100586143878265904981/about?hl=en-US,http://www.ddco.tel/,ChIJ5_wT3GpB5DkRB_aOWEk7zd4
"R.K Sanitation","Church Road, Ward 10, Janta Nagar, Siliguri, West Bengal 734001, India","Church Road, Ward 10, Janta Nagar, Siliguri","087981 58250","+91 87981 58250","26.721205,88.419637",26.721205,88.419637,,,"home_goods_store / store / establishment",https://plus.google.com/110779015325116183961/about?hl=en-US,http://www.rksanitation.com/,ChIJ_QH-Rj5B5DkRT-_9s7dLpnQ
"Subham Solar Solutions Pvt. Ltd.","PAUL BUILDING COMPLEX, 1st floor, 83, Bidhan Road, Ward 12, Hakim Para, Siliguri, West Bengal 734001, India","PAUL BUILDING COMPLEX, 1st floor, 83, Bidhan Road, Ward 12, Hakim Para, Siliguri","0353 252 5624","+91 353 252 5624","26.715965,88.426528",26.715965,88.426528,,,establishment,https://plus.google.com/103498334477919902155/about?hl=en-US,http://www.subhamsolar.com/,ChIJZbCul2xB5DkRDt-1QXEdkGw
"Sunil Enterprises","Orchid Mansion, Sevoke Road, Ward 13, Punjabi Para, Siliguri, West Bengal 734001, India","Orchid Mansion, Sevoke Road, Ward 13, Punjabi Para, Siliguri","0353 277 7213","+91 353 277 7213","26.723783,88.428615",26.723783,88.428615,,,"home_goods_store / store / establishment",https://plus.google.com/115751053794068946983/about?hl=en-US,http://www.sunilent.in/,ChIJx2lpPW5B5DkRjwUVh6ymSQE
"Sk Udyog Siliguri","SH12A, Burdwan Road, Pradip Nagar, Siliguri, West Bengal 734005, India","SH12A, Burdwan Road, Pradip Nagar, Siliguri","098324 53249","+91 98324 53249","26.691023,88.413505",26.691023,88.413505,,,"store / establishment",https://plus.google.com/112169970452692639838/about?hl=en-US,http://www.skudyog.com/,ChIJYZPA_uJD5DkRQqvbmgYq5X0
"Mascot Electronics","84 Seth Srilal Market 1st Floor, Siliguri, West Bengal 734001, India","84 Seth Srilal Market 1st Floor, Siliguri","094340 49732","+91 94340 49732","26.714832,88.423504",26.714832,88.423504,,,"hardware_store / electronics_store / store / establishment",https://plus.google.com/106623003202131905760/about?hl=en-US,http://www.moserbaer.in/,ChIJWxjtG2tB5DkR38UK7wdFrzc
"OMKAR TRADERS DOOR-FACTORY","Opp Modella Caretaker School, Church Road, Janta Nagar, Siliguri, West Bengal 734001, India","Opp Modella Caretaker School, Church Road, Janta Nagar, Siliguri","0353 277 7300","+91 353 277 7300","26.718176,88.423537",26.718176,88.423537,,,establishment,https://plus.google.com/114263831030675517269/about?hl=en-US,http://www.omkardoorfactory.com/,ChIJf9Q52BRB5DkRyQJa8BgyGFg
"CONCHEM INTERNATIONAL","Rasmoni road,Ramkrishna pally,, Near Champasari More,Pradhan Nagar, Siliguri, West Bengal 734003, India","Rasmoni road,Ramkrishna pally,, Near Champasari More,Pradhan Nagar, Siliguri","0353 251 9100","+91 353 251 9100","26.736431,88.417099",26.736431,88.417099,,,establishment,https://plus.google.com/101734802450093210921/about?hl=en-US,http://www.concheminternational.in/,ChIJlXWoQCFB5DkRJGoRMPuqabY
"Gourav Enterprises","New Cinema Road, Mahabirsthan, Near Siliguri Town Post Office, Siliguri, West Bengal 734004, India","New Cinema Road, Mahabirsthan, Near Siliguri Town Post Office, Siliguri","098323 04674","+91 98323 04674","26.708382,88.426874",26.708382,88.426874,,,"hardware_store / store / establishment",https://plus.google.com/103137374658557450941/about?hl=en-US,,ChIJO28BY29B5DkRwxYwSz6_jLQ
"Sri Balaji False Ceilings","Bidhan Road, Ward 11, Hakim Para, Siliguri, West Bengal 734001, India","Bidhan Road, Ward 11, Hakim Para, Siliguri","099330 79185","+91 99330 79185","26.718823,88.42687",26.718823,88.42687,,,"home_goods_store / store / establishment",https://plus.google.com/101739528987466427663/about?hl=en-US,http://www.sribalajifalseceilings.com/,ChIJ7VTFQRNB5DkRLPALPLo7J8A
"BUILDING PLAN","Siliguri, West Bengal 734001, India",Siliguri,,,"26.713617,88.422601",26.713617,88.422601,,,establishment,https://plus.google.com/107846208950357800861/about?hl=en-US,,ChIJsTLGRGpB5DkR9nIxTZ_bN3Q
"UMEX POLYMERS PVT.LTD.","Sri Ram Colony, Ward 10, Janta Nagar, Siliguri, West Bengal 734001, India","Sri Ram Colony, Ward 10, Janta Nagar, Siliguri","0353 653 3545","+91 353 653 3545","26.723437,88.426336",26.723437,88.426336,,,"store / establishment",https://plus.google.com/102071485210095155855/about?hl=en-US,http://www.umexpolymers.com/,ChIJZ9SxVxFB5DkRsXV5d5GODhk
HINDWARE,"Sevoke Road, Ward 10, Siliguri, West Bengal 734001, India","Sevoke Road, Ward 10, Siliguri",,,"26.719684,88.425878",26.719684,88.425878,,,"hardware_store / store / establishment",https://plus.google.com/111377692302504108054/about?hl=en-US,,ChIJfaRDfRNB5DkRog_SMd5AKGo
"Riverside Mangal Apartment","Dagapur, West Bengal 734010, India",Dagapur,,,"26.752613,88.394439",26.752613,88.394439,,,establishment,https://plus.google.com/106285262864083779968/about?hl=en-US,,ChIJE-vh1DFH5DkRxaWPOf7eE3M
"Latpanchar Godown","latpanchar, West Bengal 734008, India",latpanchar,,,"26.913214,88.404891",26.913214,88.404891,,,establishment,https://plus.google.com/101799083426800898938/about?hl=en-US,,ChIJAyVt7HY85DkRFIt0ehZ0qso
"Rest Camp cum Watch Tower","Champasari Forest, West Bengal 734007, India","Champasari Forest",,,"26.806773,88.409821",26.806773,88.409821,,,establishment,https://plus.google.com/118187783465701462162/about?hl=en-US,,ChIJofRnwUg_5DkRVkfl5mlOvko
"Silver Dale","Darjeeling, West Bengal 734003, India",,,,"26.778557,88.421682",26.778557,88.421682,,,establishment,https://plus.google.com/115923336618053074928/about?hl=en-US,,ChIJU9EUZZhA5DkRlXkydLCu8gs
"Green View","Bhanu Nagar, Siliguri, West Bengal 734001, India","Bhanu Nagar, Siliguri",,,"26.733801,88.428424",26.733801,88.428424,,,establishment,https://plus.google.com/111604919019821901753/about?hl=en-US,,ChIJLWO0dRtB5DkRXM3-Hqn4XHs
"Hero Motorbike Godown","Bhanu Nagar, Siliguri, West Bengal 734001, India","Bhanu Nagar, Siliguri",,,"26.728421,88.428916",26.728421,88.428916,,,establishment,https://plus.google.com/112783859464307097924/about?hl=en-US,,ChIJ95_pbxBB5DkRscyXyozgQ4k
"King's Villa","Patiram Jote, Siliguri, West Bengal 734001, India","Patiram Jote, Siliguri",,,"26.719572,88.407212",26.719572,88.407212,,,establishment,https://plus.google.com/113866566183094991822/about?hl=en-US,,ChIJ-1bcZTZB5DkR_MkUv995fvQ
"ORCHID RESIDENCY, PRADHAN NAGAR.","Megnad Saha Sarani, Near Niveditha Nursing Home, Pradhan Nagar, Siliguri, West Bengal 734003, India","Megnad Saha Sarani, Near Niveditha Nursing Home, Pradhan Nagar, Siliguri","099320 15345","+91 99320 15345","26.730136,88.416404",26.730136,88.416404,,,establishment,https://plus.google.com/117054195356057460256/about?hl=en-US,,ChIJn3AVXyNB5DkRd-xfR4s_C78
"Siliguri Sanjay Agencies","Sevoke Road, Hakim Para, Siliguri, West Bengal 734001, India","Sevoke Road, Hakim Para, Siliguri","0353 277 7153","+91 353 277 7153","26.71811,88.425232",26.71811,88.425232,,,"general_contractor / home_goods_store / store / establishment",https://plus.google.com/104469451115468742979/about?hl=en-US,,ChIJG4sAsBRB5DkRJcfwSq71rMc
"RAMBILAS GARAGE","Prakash Nagar, Siliguri, West Bengal 734003, India","Prakash Nagar, Siliguri","098324 62723","+91 98324 62723","26.743131,88.427775",26.743131,88.427775,,,establishment,https://plus.google.com/117322354785682367285/about?hl=en-US,,ChIJpUCQWuJA5DkR4X3Rwrp990A
"Shree Krishna Apartment","Nivedita Road, Gurung Basti, Siliguri, West Bengal 734001, India","Nivedita Road, Gurung Basti, Siliguri",,,"26.723,88.4194",26.723,88.4194,,,establishment,https://plus.google.com/101987336398409736201/about?hl=en-US,,ChIJR370dj5B5DkRjkCUFP2bMHs
"Mitruka House","Sagarmal Mitruka Lane, Nehru Road, Khalpara, Siliguri, West Bengal 734005, India","Sagarmal Mitruka Lane, Nehru Road, Khalpara, Siliguri",,,"26.706791,88.422185",26.706791,88.422185,,,establishment,https://plus.google.com/100717108414291524097/about?hl=en-US,,ChIJ5VXOFGhB5DkR1lzBIEBgdt0
"New Golden Plaza","Mahananda Para, Siliguri, West Bengal 734001, India","Mahananda Para, Siliguri",,,"26.716296,88.420689",26.716296,88.420689,,,"shopping_mall / establishment",https://plus.google.com/101441266926489856705/about?hl=en-US,,ChIJNcz1G0BB5DkRzxoFPH8b3TA
"Ganga Apartment","Mangal Pandey Road, Khalpara, Siliguri, West Bengal 734001, India","Mangal Pandey Road, Khalpara, Siliguri",,,"26.704165,88.416796",26.704165,88.416796,,,establishment,https://plus.google.com/106378547899127886971/about?hl=en-US,,ChIJzc-vvFxB5DkRAjotG99-N24
"Ganapati Apartment","Naya Bazaar, Khalpara, Siliguri, West Bengal 734001, India","Naya Bazaar, Khalpara, Siliguri",,,"26.709,88.4196",26.709,88.4196,,,establishment,https://plus.google.com/113432073272943795810/about?hl=en-US,,ChIJ6Z5QXEJB5DkR4-VIzlQeWRg
"Agomoni Apartment","Daangi Para, Siliguri, West Bengal 734001, India","Daangi Para, Siliguri",,,"26.713308,88.422207",26.713308,88.422207,,,establishment,https://plus.google.com/114363556686963838538/about?hl=en-US,,ChIJi3JeaGpB5DkRo9Ro6QbjpAs
"Private Holding Contractor","Sevoke Road, Siliguri, West Bengal 734001, India","Sevoke Road, Siliguri",,,"26.719845,88.426096",26.719845,88.426096,,,establishment,https://plus.google.com/110491885154159496606/about?hl=en-US,,ChIJC3Y3fBNB5DkR-Hbz8XxnW9s
"Metro Plaza","Sevoke Road, Janta Nagar, Siliguri, West Bengal 734001, India","Sevoke Road, Janta Nagar, Siliguri",,,"26.726902,88.429521",26.726902,88.429521,,,establishment,https://plus.google.com/103234419004714844763/about?hl=en-US,,ChIJFzXdNxBB5DkRzcwnqH_XzPk
"Shri Balaji Enterprises","jhabar Mal Katra, Mahabirsthan, Siliguri, West Bengal 734004, India","jhabar Mal Katra, Mahabirsthan, Siliguri","097493 87252","+91 97493 87252","26.706609,88.427162",26.706609,88.427162,,,establishment,https://plus.google.com/111895915502025866378/about?hl=en-US,,ChIJIWa8aW9B5DkRHkj5mcvUljw
